subject,method,k,num_selected,selected_channels,selected_indices,accuracy_full,is_full
S007,ES,15,23,"['Fc5', 'Fcz', 'Fc4', 'C5', 'C3', 'C2', 'C4', 'Cp2', 'Cp4', 'Fp1', 'Fpz', 'Fp2', 'Af7', 'F5', 'F3', 'F6', 'Ft7', 'Tp8', 'P2', 'P6', 'P8', 'Poz', 'O2']","[0, 3, 5, 7, 8, 11, 12, 18, 19, 21, 22, 23, 24, 30, 31, 36, 38, 45, 51, 53, 54, 57, 62]",0.9007936507936507,False
S007,ES,20,31,"['Fc5', 'Fcz', 'Fc4', 'Fc6', 'C5', 'C3', 'C2', 'C4', 'Cp3', 'Cp2', 'Cp4', 'Fp1', 'Fpz', 'Fp2', 'Af7', 'F5', 'F3', 'F1', 'F6', 'F8', 'Ft7', 'Ft8', 'Tp7', 'Tp8', 'P5', 'P2', 'P6', 'P8', 'Poz', 'Oz', 'O2']","[0, 3, 5, 6, 7, 8, 11, 12, 15, 18, 19, 21, 22, 23, 24, 30, 31, 32, 36, 37, 38, 39, 44, 45, 47, 51, 53, 54, 57, 61, 62]",0.9007936507936507,False
S007,ES,25,37,"['Fc5', 'Fcz', 'Fc4', 'Fc6', 'C5', 'C3', 'Cz', 'C2', 'C4', 'Cp3', 'Cp2', 'Cp4', 'Fp1', 'Fpz', 'Fp2', 'Af7', 'F5', 'F3', 'F1', 'F2', 'F6', 'F8', 'Ft7', 'Ft8', 'Tp7', 'Tp8', 'P5', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po3', 'Poz', 'O1', 'Oz', 'O2']","[0, 3, 5, 6, 7, 8, 10, 11, 12, 15, 18, 19, 21, 22, 23, 24, 30, 31, 32, 34, 36, 37, 38, 39, 44, 45, 47, 50, 51, 52, 53, 54, 56, 57, 60, 61, 62]",0.9007936507936507,False
S007,ES,64,64,"['Fc5', 'Fc3', 'Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'C1', 'Cz', 'C2', 'C4', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Af7', 'Af3', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F3', 'F1', 'Fz', 'F2', 'F4', 'F6', 'F8', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'Tp8', 'P7', 'P5', 'P3', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po7', 'Po3', 'Poz', 'Po4', 'Po8', 'O1', 'Oz', 'O2', 'Iz']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.9007936507936507,True
S007,AS,10,10,"['C3', 'C2', 'C4', 'Cp2', 'F5', 'T8', 'P1', 'P2', 'P4', 'O2']","[8, 11, 12, 18, 30, 41, 49, 51, 52, 62]",0.9007936507936507,True
S007,AS,15,15,"['Fc1', 'C3', 'C2', 'C4', 'Cp2', 'Cp4', 'F5', 'F4', 'T8', 'P1', 'P2', 'P4', 'P6', 'P8', 'O2']","[2, 8, 11, 12, 18, 19, 30, 35, 41, 49, 51, 52, 53, 54, 62]",0.9007936507936507,True
S007,AS,20,20,"['Fc5', 'Fc1', 'C3', 'C2', 'C4', 'Cp2', 'Cp4', 'Fp2', 'F5', 'F4', 'T7', 'T8', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po4', 'O2']","[0, 2, 8, 11, 12, 18, 19, 23, 30, 35, 40, 41, 49, 50, 51, 52, 53, 54, 58, 62]",0.9007936507936507,True
S007,AS,25,25,"['Fc5', 'Fc1', 'C3', 'Cz', 'C2', 'C4', 'Cpz', 'Cp2', 'Cp4', 'Fp2', 'F5', 'F4', 'Ft7', 'T7', 'T8', 'Tp7', 'P5', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po4', 'O2']","[0, 2, 8, 10, 11, 12, 17, 18, 19, 23, 30, 35, 38, 40, 41, 44, 47, 49, 50, 51, 52, 53, 54, 58, 62]",0.9007936507936507,True
S007,AS,64,64,"['Fc5', 'Fc3', 'Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'C1', 'Cz', 'C2', 'C4', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Af7', 'Af3', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F3', 'F1', 'Fz', 'F2', 'F4', 'F6', 'F8', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'Tp8', 'P7', 'P5', 'P3', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po7', 'Po3', 'Poz', 'Po4', 'Po8', 'O1', 'Oz', 'O2', 'Iz']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.9007936507936507,True
S007,Hybrid,10,10,"['C3', 'C2', 'C4', 'Cp2', 'F5', 'T8', 'P1', 'P2', 'P4', 'O2']","[8, 11, 12, 18, 30, 41, 49, 51, 52, 62]",0.9007936507936507,True
S007,Hybrid,15,15,"['Fc1', 'C3', 'C2', 'C4', 'Cp2', 'Cp4', 'F5', 'F4', 'T8', 'P1', 'P2', 'P4', 'P6', 'P8', 'O2']","[2, 8, 11, 12, 18, 19, 30, 35, 41, 49, 51, 52, 53, 54, 62]",0.9007936507936507,True
S007,Hybrid,20,20,"['Fc5', 'Fc1', 'C3', 'C2', 'C4', 'Cp2', 'Cp4', 'Fp2', 'F5', 'F4', 'T7', 'T8', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po4', 'O2']","[0, 2, 8, 11, 12, 18, 19, 23, 30, 35, 40, 41, 49, 50, 51, 52, 53, 54, 58, 62]",0.9007936507936507,True
S007,Hybrid,25,25,"['Fc5', 'Fc1', 'C3', 'Cz', 'C2', 'C4', 'Cpz', 'Cp2', 'Cp4', 'Fp2', 'F5', 'F4', 'Ft7', 'T7', 'T8', 'Tp7', 'P5', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po4', 'O2']","[0, 2, 8, 10, 11, 12, 17, 18, 19, 23, 30, 35, 38, 40, 41, 44, 47, 49, 50, 51, 52, 53, 54, 58, 62]",0.9007936507936507,True
S007,Hybrid,64,64,"['Fc5', 'Fc3', 'Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'C1', 'Cz', 'C2', 'C4', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Af7', 'Af3', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F3', 'F1', 'Fz', 'F2', 'F4', 'F6', 'F8', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'Tp8', 'P7', 'P5', 'P3', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po7', 'Po3', 'Poz', 'Po4', 'Po8', 'O1', 'Oz', 'O2', 'Iz']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.9007936507936507,True
S007,Centrality,10,10,"['C3', 'C2', 'C4', 'Cp2', 'F5', 'T8', 'P1', 'P2', 'P4', 'O2']","[8, 11, 12, 18, 30, 41, 49, 51, 52, 62]",0.9007936507936507,True
S007,Centrality,15,15,"['Fc1', 'C3', 'C2', 'C4', 'Cp2', 'Cp4', 'F5', 'F4', 'T8', 'P1', 'P2', 'P4', 'P6', 'P8', 'O2']","[2, 8, 11, 12, 18, 19, 30, 35, 41, 49, 51, 52, 53, 54, 62]",0.9007936507936507,True
S007,Centrality,20,20,"['Fc5', 'Fc1', 'C3', 'C2', 'C4', 'Cp2', 'Cp4', 'Fp2', 'F5', 'F4', 'T7', 'T8', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po4', 'O2']","[0, 2, 8, 11, 12, 18, 19, 23, 30, 35, 40, 41, 49, 50, 51, 52, 53, 54, 58, 62]",0.9007936507936507,True
S007,Centrality,25,25,"['Fc5', 'Fc1', 'C3', 'Cz', 'C2', 'C4', 'Cpz', 'Cp2', 'Cp4', 'Fp2', 'F5', 'F4', 'Ft7', 'T7', 'T8', 'Tp7', 'P5', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po4', 'O2']","[0, 2, 8, 10, 11, 12, 17, 18, 19, 23, 30, 35, 38, 40, 41, 44, 47, 49, 50, 51, 52, 53, 54, 58, 62]",0.9007936507936507,True
S007,Centrality,64,64,"['Fc5', 'Fc3', 'Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'C1', 'Cz', 'C2', 'C4', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Af7', 'Af3', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F3', 'F1', 'Fz', 'F2', 'F4', 'F6', 'F8', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'Tp8', 'P7', 'P5', 'P3', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po7', 'Po3', 'Poz', 'Po4', 'Po8', 'O1', 'Oz', 'O2', 'Iz']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.9007936507936507,True
S007,Diversity,10,10,"['C3', 'C2', 'C4', 'Cp2', 'Cp4', 'F5', 'P1', 'P2', 'P4', 'O2']","[8, 11, 12, 18, 19, 30, 49, 51, 52, 62]",0.9007936507936507,True
S007,Diversity,15,15,"['Fc5', 'C3', 'C2', 'C4', 'Cp2', 'Cp4', 'F5', 'F4', 'T8', 'P1', 'P2', 'P4', 'P6', 'P8', 'O2']","[0, 8, 11, 12, 18, 19, 30, 35, 41, 49, 51, 52, 53, 54, 62]",0.9007936507936507,True
S007,Diversity,20,20,"['Fc5', 'Fc1', 'C3', 'C2', 'C4', 'Cp2', 'Cp4', 'Fp2', 'F5', 'F4', 'T7', 'T8', 'Tp7', 'P1', 'P2', 'P4', 'P6', 'P8', 'Po4', 'O2']","[0, 2, 8, 11, 12, 18, 19, 23, 30, 35, 40, 41, 44, 49, 51, 52, 53, 54, 58, 62]",0.9007936507936507,True
S007,Diversity,25,25,"['Fc5', 'Fc1', 'C3', 'Cz', 'C2', 'C4', 'Cp2', 'Cp4', 'Fp2', 'F5', 'F4', 'T7', 'T8', 'T9', 'Tp7', 'P5', 'P3', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po4', 'O2']","[0, 2, 8, 10, 11, 12, 18, 19, 23, 30, 35, 40, 41, 42, 44, 47, 48, 49, 50, 51, 52, 53, 54, 58, 62]",0.9007936507936507,True
S007,Diversity,64,64,"['Fc5', 'Fc3', 'Fc1', 'Fcz', 'Fc2', 'Fc4', 'Fc6', 'C5', 'C3', 'C1', 'Cz', 'C2', 'C4', 'C6', 'Cp5', 'Cp3', 'Cp1', 'Cpz', 'Cp2', 'Cp4', 'Cp6', 'Fp1', 'Fpz', 'Fp2', 'Af7', 'Af3', 'Afz', 'Af4', 'Af8', 'F7', 'F5', 'F3', 'F1', 'Fz', 'F2', 'F4', 'F6', 'F8', 'Ft7', 'Ft8', 'T7', 'T8', 'T9', 'T10', 'Tp7', 'Tp8', 'P7', 'P5', 'P3', 'P1', 'Pz', 'P2', 'P4', 'P6', 'P8', 'Po7', 'Po3', 'Poz', 'Po4', 'Po8', 'O1', 'Oz', 'O2', 'Iz']","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]",0.9007936507936507,True
